time,hurs,mrsos,evspsbl
17869.5,74.46079,--,5.30E-05
17900.5,72.52031,--,6.56E-05
17930,75.32975,--,8.33E-05
17959.5,75.33694,--,8.10E-05
17990,77.03475,--,5.62E-05
18020.5,74.92165,--,5.83E-05
18051,74.59868,--,4.54E-05
18081.5,71.57081,--,5.14E-05
18112.5,74.44557,--,4.86E-05
18143,72.91936,--,4.60E-05
18173.5,70.98409,--,3.75E-05
18204,74.75301,--,5.17E-05
18234.5,73.95228,--,6.44E-05
18265.5,75.805824,--,6.57E-05
18295,78.65723,--,6.55E-05
18324.5,83.30892,--,4.87E-05
18355,77.319435,--,5.45E-05
18385.5,71.64436,--,7.48E-05
18416,73.19034,--,6.59E-05
18446.5,71.161316,--,7.77E-05
18477.5,70.99212,--,5.34E-05
18508,73.972115,--,4.10E-05
18538.5,81.702194,--,3.62E-05
18569,78.243454,--,3.91E-05
18599.5,76.26164,--,5.01E-05
18630.5,75.88447,--,6.89E-05
18660,79.646965,--,6.44E-05
18689.5,81.34553,--,5.53E-05
18720,76.82048,--,5.81E-05
18750.5,76.88482,--,5.59E-05
18781,76.63543,--,4.80E-05
18811.5,73.60079,--,7.06E-05
18842.5,74.65416,--,6.28E-05
18873,71.297295,--,4.95E-05
18903.5,72.95383,--,4.35E-05
18934,76.39665,--,4.27E-05
18964.5,76.36627,--,5.31E-05
18995.5,80.98335,--,6.50E-05
19025,80.14303,--,6.32E-05
19054.5,75.83711,--,5.64E-05
19085,77.221016,--,5.25E-05
19115.5,76.42846,--,5.34E-05
19146,76.2497,--,5.08E-05
19176.5,71.57059,--,4.83E-05
19207.5,74.52238,--,4.84E-05
19238,71.27007,--,5.46E-05
19268.5,76.86198,--,3.99E-05
19299,75.52097,--,4.92E-05
19329.5,81.105,--,4.17E-05
19360.5,74.44419,--,5.63E-05
19390,76.12114,--,4.93E-05
19419.5,75.45037,--,5.10E-05
19450,77.94637,--,6.49E-05
19480.5,70.517975,--,6.55E-05
19511,71.15528,--,6.40E-05
19541.5,73.61449,--,6.21E-05
19572.5,68.005424,--,5.45E-05
19603,70.438065,--,4.91E-05
19633.5,71.81371,--,4.76E-05
19664,75.934456,--,4.65E-05
19694.5,78.10558,--,4.95E-05
19725.5,78.63529,--,5.95E-05
19755,80.38713,--,6.34E-05
19784.5,79.35558,--,5.49E-05
19815,76.28766,--,5.59E-05
19845.5,75.24293,--,5.43E-05
19876,71.80374,--,6.16E-05
19906.5,71.873436,--,7.41E-05
19937.5,75.6963,--,4.63E-05
19968,72.82816,--,5.05E-05
19998.5,71.611885,--,5.08E-05
20029,75.37748,--,4.24E-05
20059.5,77.04512,--,5.55E-05
20090.5,80.2469,--,6.13E-05
20120,79.5904,--,7.08E-05
20149.5,78.83679,--,6.40E-05
20180,77.98728,--,5.19E-05
20210.5,73.24256,--,5.32E-05
20241,78.92511,--,4.81E-05
20271.5,70.10271,--,6.45E-05
20302.5,69.348495,--,5.81E-05
20333,72.92857,--,4.96E-05
20363.5,75.7086,--,4.28E-05
20394,74.14133,--,4.34E-05
20424.5,78.249054,--,5.68E-05
20455.5,75.654816,--,6.02E-05
20485,78.9496,--,6.34E-05
20514.5,77.76468,--,5.65E-05
20545,74.78502,--,6.11E-05
20575.5,76.70388,--,5.12E-05
20606,73.77382,--,6.25E-05
20636.5,72.422134,--,5.23E-05
20667.5,75.95089,--,4.12E-05
20698,73.768265,--,3.95E-05
20728.5,76.20086,--,4.12E-05
20759,73.54621,--,5.13E-05
20789.5,77.4821,--,5.19E-05
20820.5,77.08228,--,6.10E-05
20850,78.00579,--,8.00E-05
20879.5,80.55016,--,5.93E-05
20910,77.6675,--,5.08E-05
20940.5,74.68129,--,5.75E-05
20971,73.594574,--,4.77E-05
21001.5,71.12757,--,5.93E-05
21032.5,68.176575,--,5.91E-05
21063,73.37392,--,5.00E-05
21093.5,76.183105,--,4.27E-05
21124,75.38782,--,4.71E-05
21154.5,79.11289,--,4.36E-05
21185.5,75.928055,--,6.91E-05
21215,87.1017,--,4.32E-05
21244.5,76.81616,--,7.33E-05
21275,78.519745,--,6.35E-05
21305.5,70.37036,--,5.16E-05
21336,72.523994,--,5.89E-05
21366.5,70.92338,--,6.15E-05
21397.5,75.57439,--,5.42E-05
21428,72.47734,--,5.69E-05
21458.5,71.495895,--,4.89E-05
21489,76.92735,--,3.65E-05
21519.5,77.27458,--,5.55E-05
21550.5,78.85627,--,6.96E-05
21580,78.14818,--,7.64E-05
21609.5,80.54882,--,6.11E-05
21640,80.054,--,4.34E-05
21670.5,75.35006,--,4.97E-05
21701,77.16503,--,4.96E-05
21731.5,72.53374,--,6.89E-05
21762.5,71.94805,--,7.06E-05
21793,73.194305,--,5.88E-05
21823.5,76.18228,--,3.89E-05
21854,75.665054,--,5.12E-05
21884.5,79.84314,--,4.49E-05
21915.5,79.40791,--,5.21E-05
21945,77.363335,--,5.09E-05
21974.5,79.14309,--,6.46E-05
22005,78.02984,--,4.99E-05
22035.5,74.91322,--,4.81E-05
22066,70.182526,--,6.13E-05
22096.5,72.56768,--,5.59E-05
22127.5,75.84136,--,4.23E-05
22158,72.034096,--,4.50E-05
22188.5,75.34936,--,3.57E-05
22219,75.53003,--,4.74E-05
22249.5,81.895035,--,3.82E-05
22280.5,78.12598,--,6.06E-05
22310,76.60195,--,6.42E-05
22339.5,76.571365,--,6.89E-05
22370,75.28279,--,5.01E-05
22400.5,72.84514,--,5.96E-05
22431,76.09446,--,4.67E-05
22461.5,76.62367,--,4.82E-05
22492.5,71.41424,--,5.21E-05
22523,73.12057,--,4.97E-05
22553.5,71.0463,--,4.95E-05
22584,75.91591,--,4.69E-05
22614.5,77.321724,--,5.76E-05
22645.5,74.1094,--,7.15E-05
22675,78.5339,--,5.03E-05
22704.5,74.88526,--,6.73E-05
22735,75.22205,--,5.63E-05
22765.5,75.84603,--,5.74E-05
22796,75.72181,--,5.58E-05
22826.5,72.80122,--,5.51E-05
22857.5,74.268974,--,4.48E-05
22888,73.24716,--,4.92E-05
22918.5,72.03916,--,5.22E-05
22949,80.77417,--,3.07E-05
22979.5,74.610535,--,6.74E-05
23010.5,82.08853,--,5.30E-05
23040,83.180214,--,6.28E-05
23069.5,80.62404,--,6.16E-05
23100,79.51321,--,5.62E-05
23130.5,76.14157,--,5.41E-05
23161,72.33171,--,5.80E-05
23191.5,70.5825,--,5.98E-05
23222.5,70.60175,--,5.93E-05
23253,70.63886,--,6.37E-05
23283.5,77.801796,--,4.82E-05
23314,74.35679,--,4.43E-05
23344.5,80.38761,--,4.81E-05
23375.5,80.83658,--,5.00E-05
23405,80.10794,--,5.98E-05
23434.5,85.14947,--,4.60E-05
23465,86.78726,--,3.75E-05
23495.5,73.8511,--,6.16E-05
23526,74.35394,--,6.37E-05
23556.5,72.34003,--,4.51E-05
23587.5,71.04452,--,7.26E-05
23618,75.17516,--,4.13E-05
23648.5,71.92532,--,5.40E-05
23679,72.994064,--,5.04E-05
23709.5,80.39024,--,4.53E-05
23740.5,77.667656,--,7.19E-05
23770,77.00849,--,6.69E-05
23799.5,80.07309,--,5.87E-05
23830,77.67832,--,7.48E-05
23860.5,77.90677,--,5.59E-05
23891,76.54974,--,4.74E-05
23921.5,74.57159,--,5.28E-05
23952.5,72.22333,--,6.32E-05
23983,75.14833,--,4.86E-05
24013.5,77.135544,--,3.45E-05
24044,75.13739,--,4.96E-05
24074.5,76.47371,--,3.99E-05
24105.5,75.83341,--,7.29E-05
24135,79.14447,--,5.86E-05
24164.5,77.92168,--,6.62E-05
24195,77.20037,--,5.69E-05
24225.5,76.244736,--,5.38E-05
24256,74.44211,--,5.51E-05
24286.5,70.62291,--,6.10E-05
24317.5,73.59087,--,5.87E-05
24348,72.92834,--,5.49E-05
24378.5,73.15247,--,5.07E-05
24409,80.53195,--,4.70E-05
24439.5,74.95518,--,4.80E-05
24470.5,75.95338,--,6.64E-05
24500,81.44443,--,6.83E-05
24529.5,80.50162,--,5.97E-05
24560,76.463066,--,5.45E-05
24590.5,75.36037,--,5.70E-05
24621,78.863754,--,4.96E-05
24651.5,73.86897,--,5.63E-05
24682.5,72.12044,--,5.76E-05
24713,70.36922,--,5.39E-05
24743.5,74.52397,--,4.11E-05
24774,76.816605,--,4.09E-05
24804.5,76.53092,--,4.94E-05
24835.5,75.263145,--,6.94E-05
24865,76.517006,--,7.57E-05
24894.5,79.16375,--,4.65E-05
24925,72.87329,--,7.48E-05
24955.5,74.97378,--,5.60E-05
24986,76.69613,--,4.65E-05
25016.5,71.56009,--,6.51E-05
25047.5,70.77717,--,5.38E-05
25078,72.07525,--,4.86E-05
25108.5,70.64668,--,4.70E-05
25139,78.69709,--,4.35E-05
25169.5,75.120605,--,5.22E-05
25200.5,80.779305,--,4.64E-05
25230,81.54511,--,6.38E-05
25259.5,81.5754,--,5.26E-05
25290,80.946304,--,4.53E-05
25320.5,77.89032,--,4.73E-05
25351,72.48025,--,6.00E-05
25381.5,70.77097,--,6.70E-05
25412.5,69.480354,--,6.28E-05
25443,77.02823,--,3.58E-05
25473.5,76.64937,--,4.52E-05
25504,74.70165,--,4.56E-05
25534.5,79.33479,--,4.38E-05
25565.5,77.31103,--,6.50E-05
25595,77.60996,--,6.61E-05
25624.5,76.07313,--,7.05E-05
25655,77.15454,--,6.81E-05
25685.5,73.10031,--,4.84E-05
25716,72.03705,--,5.45E-05
25746.5,71.326,--,5.67E-05
25777.5,69.56345,--,5.48E-05
25808,74.325874,--,4.51E-05
25838.5,75.71754,--,3.70E-05
25869,80.14822,--,3.75E-05
25899.5,77.58828,--,5.91E-05
25930.5,77.37041,--,6.56E-05
25960,83.96982,--,5.26E-05
25989.5,83.5408,--,5.93E-05
26020,74.26693,--,6.64E-05
26050.5,73.79532,--,6.42E-05
26081,71.857666,--,6.34E-05
26111.5,68.36051,--,7.33E-05
26142.5,70.77627,--,6.80E-05
26173,77.263145,--,4.45E-05
26203.5,73.3613,--,4.57E-05
26234,76.16327,--,4.22E-05
26264.5,78.2824,--,5.06E-05
26295.5,79.44832,--,6.85E-05
26325,78.467926,--,6.78E-05
26354.5,79.619576,--,5.19E-05
26385,76.17547,--,6.07E-05
26415.5,72.283905,--,5.55E-05
26446,71.06987,--,5.60E-05
26476.5,75.86337,--,5.35E-05
26507.5,72.09202,--,4.88E-05
26538,73.21752,--,5.08E-05
26568.5,72.057846,--,4.64E-05
26599,80.59228,--,3.12E-05
26629.5,78.87713,--,4.87E-05
26660.5,77.87717,--,6.04E-05
26690,79.15145,--,4.96E-05
26719.5,78.65683,--,5.28E-05
26750,76.796616,--,4.81E-05
26780.5,75.90622,--,5.58E-05
26811,76.89064,--,5.89E-05
26841.5,71.8915,--,6.23E-05
26872.5,69.27744,--,5.91E-05
26903,72.233246,--,5.78E-05
26933.5,79.134705,--,4.42E-05
26964,76.80407,--,4.59E-05
26994.5,80.951355,--,3.61E-05
27025.5,77.80886,--,7.81E-05
27055,81.709526,--,6.32E-05
27084.5,81.63851,--,7.46E-05
27115,80.61934,--,6.18E-05
27145.5,75.670166,--,5.45E-05
27176,74.6284,--,6.16E-05
27206.5,74.56985,--,5.37E-05
27237.5,69.26143,--,6.54E-05
27268,70.64672,--,5.28E-05
27298.5,70.88823,--,6.26E-05
27329,75.01744,--,4.18E-05
27359.5,74.50722,--,5.05E-05
27390.5,77.65675,--,7.23E-05
27420,79.348274,--,7.30E-05
27449.5,81.112015,--,5.51E-05
27480,75.14284,--,5.21E-05
27510.5,73.36857,--,5.42E-05
27541,74.1427,--,5.83E-05
27571.5,78.4209,--,5.30E-05
27602.5,74.36316,--,5.89E-05
27633,69.49796,--,5.64E-05
27663.5,74.98641,--,4.61E-05
27694,78.57443,--,4.13E-05
27724.5,75.92315,--,5.97E-05
27755.5,79.4049,--,6.08E-05
27785,82.3504,--,5.45E-05
27814.5,78.618095,--,5.14E-05
27845,75.418724,--,5.94E-05
27875.5,71.250755,--,7.14E-05
27906,75.94239,--,5.41E-05
27936.5,75.006836,--,5.74E-05
27967.5,76.007385,--,4.71E-05
27998,71.25481,--,6.73E-05
28028.5,75.47533,--,4.61E-05
28059,76.239395,--,4.82E-05
28089.5,79.75919,--,5.65E-05
28120.5,80.273964,--,5.67E-05
28150,78.989685,--,6.63E-05
28179.5,80.85506,--,5.96E-05
28210,73.644714,--,6.84E-05
28240.5,76.92033,--,5.11E-05
28271,76.583885,--,3.99E-05
28301.5,70.384346,--,7.37E-05
28332.5,73.49073,--,4.59E-05
28363,78.54384,--,3.57E-05
28393.5,76.6584,--,4.44E-05
28424,75.51827,--,5.58E-05
28454.5,79.058075,--,5.63E-05
28485.5,76.60243,--,7.02E-05
28515,80.50672,--,6.33E-05
28544.5,76.74088,--,7.45E-05
28575,77.60087,--,5.83E-05
28605.5,75.75412,--,6.26E-05
28636,75.00068,--,4.56E-05
28666.5,71.36488,--,5.97E-05
28697.5,73.84861,--,4.56E-05
28728,72.687294,--,5.48E-05
28758.5,73.430214,--,3.89E-05
28789,76.12105,--,5.11E-05
28819.5,75.88246,--,6.29E-05
28850.5,85.95497,--,4.43E-05
28880,76.3729,--,5.65E-05
28909.5,76.50773,--,7.47E-05
28940,78.48792,--,6.16E-05
28970.5,77.11534,--,4.93E-05
29001,74.51161,--,6.18E-05
29031.5,73.01136,--,5.66E-05
29062.5,70.48534,--,5.84E-05
29093,75.32939,--,4.38E-05
29123.5,73.18621,--,4.76E-05
29154,78.17664,--,4.72E-05
29184.5,81.12203,--,4.42E-05
29215.5,77.56799,--,7.40E-05
29245,79.219246,--,6.27E-05
29274.5,78.29826,--,6.92E-05
29305,77.79613,--,4.22E-05
29335.5,72.69065,--,6.36E-05
29366,78.2143,--,5.05E-05
29396.5,69.62301,--,6.70E-05
29427.5,74.90522,--,4.91E-05
29458,71.3827,--,4.86E-05
29488.5,76.50855,--,3.33E-05
29519,77.38018,--,4.56E-05
29549.5,76.18853,--,6.35E-05
29580.5,78.759125,--,6.06E-05
29610,76.379196,--,6.58E-05
29639.5,77.65445,--,6.22E-05
29670,77.52775,--,5.34E-05
29700.5,73.740326,--,5.72E-05
29731,72.77628,--,6.04E-05
29761.5,71.487854,--,5.62E-05
29792.5,71.80447,--,6.46E-05
29823,72.50017,--,4.41E-05
29853.5,70.74761,--,4.96E-05
29884,74.63234,--,4.46E-05
29914.5,73.048996,--,6.27E-05
29945.5,79.71614,--,5.97E-05
29975,78.62086,--,5.36E-05
30004.5,77.22647,--,6.02E-05
30035,77.4059,--,5.31E-05
30065.5,78.25366,--,5.37E-05
30096,76.94353,--,4.98E-05
30126.5,72.024864,--,5.45E-05
30157.5,71.628235,--,5.72E-05
30188,72.79365,--,5.61E-05
30218.5,79.28632,--,3.37E-05
30249,81.27154,--,3.46E-05
30279.5,75.741486,--,6.37E-05
30310.5,78.45445,--,6.08E-05
30340,77.73223,--,7.70E-05
30369.5,79.25495,--,5.62E-05
30400,77.30839,--,5.38E-05
30430.5,77.322975,--,5.99E-05
30461,72.984985,--,5.97E-05
30491.5,72.08041,--,4.95E-05
30522.5,72.30667,--,6.46E-05
30553,71.44557,--,5.19E-05
30583.5,74.073975,--,5.00E-05
30614,76.89165,--,4.93E-05
30644.5,78.933334,--,5.63E-05
30675.5,77.399124,--,5.53E-05
30705,79.85738,--,7.25E-05
30734.5,81.28323,--,6.18E-05
30765,77.934784,--,6.04E-05
30795.5,76.595665,--,5.52E-05
30826,72.3928,--,6.50E-05
30856.5,72.83762,--,6.46E-05
30887.5,71.01386,--,5.70E-05
30918,75.20344,--,4.29E-05
30948.5,74.534134,--,4.53E-05
30979,78.153496,--,4.36E-05
31009.5,75.42729,--,5.15E-05
31040.5,77.360794,--,7.28E-05
31070,76.00897,--,6.35E-05
31099.5,75.906685,--,7.28E-05
31130,78.04502,--,5.31E-05
31160.5,76.24027,--,5.19E-05
31191,75.819984,--,4.65E-05
31221.5,71.963005,--,5.39E-05
31252.5,71.27292,--,6.13E-05
31283,74.40371,--,4.63E-05
31313.5,72.46661,--,4.82E-05
31344,76.16731,--,4.92E-05
31374.5,78.01715,--,4.21E-05
31405.5,77.533165,--,7.36E-05
31435,77.11214,--,7.19E-05
31464.5,78.11013,--,6.47E-05
31495,81.30101,--,4.69E-05
31525.5,78.08406,--,5.63E-05
31556,75.75278,--,5.24E-05
31586.5,71.7376,--,5.60E-05
31617.5,79.25802,--,3.99E-05
31648,76.370865,--,4.44E-05
31678.5,76.16818,--,4.04E-05
31709,77.72657,--,4.19E-05
31739.5,78.37982,--,5.62E-05
31770.5,78.67965,--,5.53E-05
31800,77.44751,--,7.32E-05
31829.5,78.45929,--,7.06E-05
31860,76.92439,--,6.08E-05
31890.5,75.5526,--,5.89E-05
31921,72.337204,--,6.16E-05
31951.5,71.28741,--,6.45E-05
31982.5,73.4117,--,4.88E-05
32013,70.587944,--,5.93E-05
32043.5,73.95336,--,6.09E-05
32074,80.125595,--,3.96E-05
32104.5,79.659706,--,4.90E-05
32135.5,79.40425,--,5.38E-05
32165,82.88591,--,5.64E-05
32194.5,78.33393,--,7.88E-05
32225,78.67184,--,6.60E-05
32255.5,77.626976,--,6.28E-05
32286,82.142105,--,4.04E-05
32316.5,74.86212,--,5.75E-05
32347.5,70.09625,--,7.58E-05
32378,72.98101,--,6.01E-05
32408.5,73.83659,--,4.91E-05
32439,79.62358,--,4.65E-05
32469.5,75.61869,--,5.91E-05
32500.5,79.45007,--,6.42E-05
32530,82.99779,--,6.58E-05
32559.5,81.455765,--,6.35E-05
32590,74.666145,--,7.59E-05
32620.5,73.22453,--,6.04E-05
32651,72.7432,--,5.38E-05
32681.5,69.21661,--,6.78E-05
32712.5,74.90457,--,5.66E-05
32743,77.58848,--,3.59E-05
32773.5,78.01564,--,3.84E-05
32804,74.58586,--,5.83E-05
32834.5,76.66047,--,6.13E-05
32865.5,79.43995,--,6.12E-05
32895,80.105446,--,7.32E-05
32924.5,82.985985,--,5.66E-05
32955,75.5249,--,5.62E-05
32985.5,76.84839,--,4.70E-05
33016,74.35411,--,5.45E-05
33046.5,72.15372,--,6.09E-05
33077.5,76.10938,--,5.11E-05
33108,74.29633,--,4.91E-05
33138.5,77.50039,--,4.86E-05
33169,76.69647,--,4.82E-05
33199.5,79.48938,--,4.84E-05
33230.5,76.344284,--,6.17E-05
33260,78.63124,--,7.97E-05
33289.5,77.20992,--,5.94E-05
33320,76.510414,--,6.21E-05
33350.5,72.58734,--,5.88E-05
33381,76.23856,--,5.07E-05
33411.5,73.831314,--,6.18E-05
33442.5,70.5197,--,5.54E-05
33473,75.22986,--,4.52E-05
33503.5,76.04514,--,3.98E-05
33534,77.2985,--,4.84E-05
33564.5,77.47876,--,5.82E-05
33595.5,77.551216,--,6.58E-05
33625,79.17057,--,6.26E-05
33654.5,80.91451,--,5.31E-05
33685,75.94133,--,6.83E-05
33715.5,75.02033,--,5.33E-05
33746,71.74166,--,7.84E-05
33776.5,74.29406,--,5.37E-05
33807.5,71.62388,--,6.00E-05
33838,73.55925,--,4.99E-05
33868.5,71.75434,--,5.52E-05
33899,76.56928,--,4.42E-05
33929.5,77.05517,--,6.78E-05
33960.5,79.52593,--,5.45E-05
33990,82.16445,--,6.45E-05
34019.5,81.603584,--,4.78E-05
34050,76.00284,--,4.87E-05
34080.5,77.099106,--,4.97E-05
34111,75.25592,--,5.16E-05
34141.5,74.216286,--,5.44E-05
34172.5,73.10459,--,5.30E-05
34203,71.90258,--,5.06E-05
34233.5,76.51694,--,4.86E-05
34264,79.34915,--,3.51E-05
34294.5,79.46207,--,6.65E-05
34325.5,75.456825,--,7.17E-05
34355,77.856834,--,6.80E-05
34384.5,80.32207,--,7.03E-05
34415,82.535774,--,5.35E-05
34445.5,79.403336,--,5.38E-05
34476,78.93507,--,4.43E-05
34506.5,72.97814,--,6.33E-05
34537.5,73.761894,--,5.63E-05
34568,75.014305,--,4.80E-05
34598.5,79.962425,--,3.45E-05
34629,79.56671,--,4.10E-05
34659.5,76.28395,--,6.98E-05
34690.5,75.20541,--,7.20E-05
34720,84.55746,--,5.31E-05
34749.5,74.913605,--,6.31E-05
34780,72.98509,--,6.47E-05
34810.5,75.39177,--,5.92E-05
34841,77.404236,--,5.10E-05
34871.5,72.144806,--,6.92E-05
34902.5,73.49326,--,4.92E-05
34933,73.73666,--,5.25E-05
34963.5,75.83511,--,4.74E-05
34994,75.29099,--,4.71E-05
35024.5,78.35572,--,4.67E-05
